,Ticker
2051,AMAL
2052,ZVRA
2053,PLSE
2054,KOP
2055,SWBI
2056,HTZ
2057,FOR
2058,BATRA
2059,DGICA
2060,BVS
2061,WEAV
2062,MPB
2063,CVI
2064,JBSS
2065,TBPH
2066,GSBC
2067,INN
2068,BHB
2069,TRC
2070,XNCR
2071,SHLS
2072,LENZ
2073,ACIC
2074,EOLS
2075,COGT
2076,SNCY
2077,PFIS
2078,FMNB
2079,UHT
2080,RXST
2081,FRBA
2082,GDEN
2083,ICHR
2084,PDFS
2085,TRML
2086,SYRE
2087,AOSL
2088,FIP
2089,WNC
2090,WVE
2091,EBF
2092,AVBP
2093,PLTK
2094,NABL
2095,PGC
2096,CEVA
2097,NFE
2098,TTI
2099,PUMP
2100,AMBP
2101,LGTY
2102,THFF
2103,ACEL
2104,GLDD
2105,EE
2106,ORGO
2107,PLOW
2108,LMNR
2109,CTO
2110,GHM
2111,MCB
2112,MTAL
2113,INGM
2114,SCHL
2115,JELD
2116,STKL
2117,SPOK
2118,MLR
2119,NFBK
2120,CCSI
2121,CMCL
2122,MTUS
2123,CARE
2124,CGEM
2125,KELYA
2126,CWBC
2127,SMP
2128,SVRA
2129,HBCP
2130,PRTA
2131,MNRO
2132,IIIN
2133,BORR
2134,ACNB
2135,AROW
2136,XERS
2137,EHAB
2138,SEI
2139,VTLE
2140,SMBC
2141,LIF
2142,ASC
2143,GRNT
2144,CTRI
2145,NAT
2146,RICK
2147,ODP
2148,OLP
2149,PTLO
2150,GNTY
2151,ZIP
2152,AMRK
2153,VIR
2154,TRTX
2155,CLBK
2156,GRND
2157,PLPC
2158,LXU
2159,IMXI
2160,BCAL
2161,PSFE
2162,GDOT
2163,MCS
2164,YORW
2165,OUST
2166,LGFA
2167,WRLD
2168,GEFB
2169,GNK
2170,CWCO
2171,FSBW
2172,SRDX
2173,ALX
2174,HNRG
2175,SEZL
2176,ATEX
2177,BFS
2178,LOCO
2179,CMPO
2180,CLW
2181,CIVB
2182,OBT
2183,RIGL
2184,KODK
2185,NLOP
2186,PGY
2187,EVCM
2188,RPAY
2189,BGS
2190,ETNB
2191,BIGC
2192,FPI
2193,SPFI
2194,CZNC
2195,ACCO
2196,TSBK
2197,MEG
2198,FWRD
2199,FWRG
2200,BCAX
2201,REFI
2202,AXL
2203,BAND
2204,AVO
2205,DSGR
2206,HBT
2207,SEMR
2208,MLNK
2209,SCVL
2210,PRTH
2211,PHLT
2212,MNMD
2213,LIND
2214,DNTH
2215,CNDT
2216,HPP
2217,MGTX
2218,WTBA
2219,BWB
2220,NBN
2221,SD
2222,CIFR
2223,HZO
2224,TBCH
2225,CTKB
2226,MYE
2227,RCKT
2228,CYH
2229,HIFS
2230,MGPI
2231,REAX
2232,WSBF
2233,FISI
2234,MBCN
2235,CCNE
2236,FARO
2237,ACCD
2238,HTLD
2239,ALT
2240,HOUS
2241,RES
2242,AHH
2243,CCO
2244,CHCT
2245,ETWO
2246,KURA
2247,CSTL
2248,PX
2249,ONIT
2250,RRBI
2251,VREX
2252,AMBC
2253,PACS
2254,OIS
2255,EVLV
2256,FSBC
2257,URGN
2258,HY
2259,WASH
2260,FFIC
2261,DNUT
2262,SAGE
2263,ARVN
2264,ANGO
2265,RM
2266,BMBL
2267,DSP
2268,SSTK
2269,MSBI
2270,TCMD
2271,CVGW
2272,INBK
2273,DIN
2274,SLP
2275,FMAO
2276,CMCO
2277,LAND
2278,PBPB
2279,AQST
2280,ARHS
2281,ALRS
2282,TSVT
2283,EGY
2284,KLC
2285,ACTG
2286,PARAA
2287,DHIL
2288,PUBM
2289,CENT
2290,REPX
2291,GMRE
2292,SFST
2293,BYRN
2294,SVC
2295,PKST
2296,FDBC
2297,ILPT
2298,CLFD
2299,USNA
2300,BMRC
2301,AMRC
2302,FC
2303,FNLC
2304,KRNY
2305,AIP
2306,ORIC
2307,XPER
2308,MVBF
2309,ANIK
2310,JMSB
2311,WOLF
2312,ZIMV
2313,ASPN
2314,ENFN
2315,OOMA
2316,FLGT
2317,METCV
2318,MTSR
2319,CRMT
2320,LAB
2321,HAIN
2322,TG
2323,GCT
2324,MITK
2325,MCFT
2326,GIC
2327,RCUS
2328,TSHA
2329,TMCI
2330,LUNR
2331,GTN
2332,MLYS
2333,TITN
2334,AKBA
2335,ULH
2336,RMNI
2337,RYAM
2338,SHBI
2339,FRST
2340,IMNM
2341,NBR
2342,KE
2343,CMP
2344,CLDT
2345,ESPR
2346,ARCT
2347,IPI
2348,ERAS
2349,HVT
2350,WLDN
2351,VMD
2352,RBBN
2353,THRY
2354,PACB
2355,PGEN
2356,NUS
2357,PKE
2358,ARKO
2359,CLMB
2360,PAHC
2361,NUVB
2362,LXFR
2363,ABSI
2364,TWI
2365,BLFY
2366,URG
2367,GCI
2368,PACK
2369,RBB
2370,CRNC
2371,QTRX
2372,LASR
2373,TDUP
2374,CZFS
2375,UIS
2376,ONTF
2377,CRSR
2378,SFIX
2379,ZEUS
2380,NVEC
2381,KALV
2382,FLIC
2383,NEWT
2384,CMTG
2385,LILA
2386,PANL
2387,JAKK
2388,MTW
2389,ZUMZ
2390,KROS
2391,HYLN
2392,BOC
2393,ALNT
2394,KRUS
2395,MATV
2396,BWMN
2397,WOW
2398,WOOF
2399,EPM
2400,TTGT
2401,CTOS
2402,AMPS
2403,VPG
2404,CELC
2405,SHYF
2406,HNST
2407,OCGN
2408,KIDS
2409,MBI
2410,CAPR
2411,NNOX
2412,IVR
2413,WEST
2414,RMR
2415,OSUR
2416,SANA
2417,FLNC
2418,TH
2419,MOV
2420,VNDA
2421,MXCT
2422,DMRC
2423,CVRX
2424,SIGA
2425,PAYS
2426,MAX
2427,CIO
2428,BRY
2429,HDSN
2430,RGNX
2431,SEAT
2432,CLNE
2433,AVNW
2434,CMT
2435,MRVI
2436,INDI
2437,DCGO
2438,UTMD
2439,DENN
2440,GNE
2441,HRTX
2442,CRCT
2443,BLDE
2444,SKYT
2445,LOVE
2446,GCO
2447,UPB
2448,ATNI
2449,DDD
2450,TRDA
2451,ADCT
2452,FULC
2453,ATXS
2454,GETY
2455,APPS
2456,INR
2457,LSEA
2458,KIND
2459,FLWS
2460,RGP
2461,FFWM
2462,IRWD
2463,CYRX
2464,GLUE
2465,BSRR
2466,ASLE
2467,HMST
2468,EYPT
2469,CMPX
2470,REI
2471,RCEL
2472,TYRA
2473,BHR
2474,LUNG
2475,PSTL
2476,MEI
2477,TRUE
2478,ACDC
2479,EVGO
2480,AVIR
2481,DBI
2482,BCBP
2483,NRDS
2484,INSE
2485,EU
2486,ONEW
2487,EGHT
2488,DOMO
2489,AURA
2490,BOOM
2491,ARAY
2492,CHPT
2493,HCAT
2494,CERS
2495,BTBT
2496,ADV
2497,MVIS
2498,CRGX
2499,SB
2500,SVV
2501,EVC
2502,TBI
2503,STOK
2504,POWW
2505,AEHR
2506,SSTI
2507,ACRE
2508,HOFT
2509,AMCX
2510,BYON
2511,KRRO
2512,SEG
2513,VERV
2514,PHAT
2515,RLAY
2516,TCX
2517,EAF
2518,NRC
2519,NGNE
2520,YMAB
2521,ANNX
2522,OABI
2523,NVTS
2524,BYND
2525,RMAX
2526,WTI
2527,OPRX
2528,SMRT
2529,NXDT
2530,MED
2531,GPRE
2532,FNKO
2533,OLPX
2534,QSI
2535,AMPY
2536,SLDP
2537,GPMT
2538,XPOF
2539,SEPN
2540,OLMA
2541,ULCC
2542,LAW
2543,ITOS
2544,IHRT
2545,EB
2546,THRD
2547,BBNX
2548,CDXS
2549,HUMA
2550,IMMR
2551,AVD
2552,FDMT
2553,ALTG
2554,MNTK
2555,TCBX
2556,ALLO
2557,JOUT
2558,SSP
2559,CBAN
2560,AFCG
2561,OFLX
2562,INGN
2563,JRVR
2564,LRMR
2565,FORR
2566,KOD
2567,ASUR
2568,DSGN
2569,SKIN
2570,LPRO
2571,MYPS
2572,SNBR
2573,WALD
2574,LWLG
2575,BRCC
2576,PLL
2577,SRI
2578,IAUX
2579,CATX
2580,CCCC
2581,MASS
2582,GRWG
2583,RHLD
2584,NRGV
2585,VYGR
2586,SLRN
2587,DH
2588,TERN
2589,ONL
2590,ENTA
2591,TCRX
2592,SCPH
2593,LESL
2594,INBX
2595,SES
2596,EWCZ
2597,FRGE
2598,LAZR
2599,INO
2600,SUNS
2601,NMRA
2602,TTEC
2603,INZY
2604,ALDX
2605,EDIT
2606,RILY
2607,STHO
2608,MGNX
2609,LYEL
2610,CDLX
2611,PLRX
2612,DXLG
2613,GPRO
2614,ALEC
2615,ZNTL
2616,CHGG
2617,FCEL
2618,TNGX
2619,ZYXI
2620,PRME
2621,NKTX
2622,LXRX
2623,CRBP
2624,IRBT
2625,STRO
2626,CHRS
2627,OB
2628,FATE
2629,STEM
2630,CRBU
2631,ADRO
2632,VTYX
2633,SAVA
2634,CVGI
2635,APLT
2636,CABA
2637,PROK
2638,XFOR
2639,AVTE
2640,SPCE
2641,PEPG
2642,NOVA
2643,CPS
2644,BMEA
2645,TNYA
2646,TPIC
2647,GBIO
2648,HLVX
2649,INH
2650,BLNK
2651,MRSN
2652,ALXO
2653,AGEN
2654,QTTB
2655,SCLX
2656,RAPT
2657,IGMS
2658,OTLK
2659,MODV
2660,BLUE
2661,IPSC
2662,METCB
2663,GTXI
2664,ADRO
2665,P5N994
